,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,상호명_소문자,브랜드명
122361,이디야커피동소문동점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,성북동,동소문동4가,서울특별시 성북구 동소문로13길 5,127.012813575772,37.5920317986857,이디야커피동소문동점,이디야
122412,스타벅스올림픽공원남문점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,방이1동,방이동,서울특별시 송파구 위례성대로 102,127.122996982138,37.5133299197545,스타벅스올림픽공원남문점,스타벅스
122414,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,망우3동,망우동,서울특별시 중랑구 봉우재로 240,127.09935377369,37.5953008771672,이디야커피,이디야
122649,스타벅스신압구정점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 언주로174길 29,127.036420025086,37.5281084112342,스타벅스신압구정점,스타벅스
122720,스타벅스명동중앙로,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,명동2가,서울특별시 중구 명동길 60,126.985737720211,37.5637618569889,스타벅스명동중앙로,스타벅스
122902,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 372,126.972909348137,37.5516670854519,스타벅스,스타벅스
123215,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,서소문동,서울특별시 중구 서소문로 120,126.974644933829,37.5629361919446,스타벅스,스타벅스
123526,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 강남대로 202,127.036850060857,37.4823203167867,스타벅스,스타벅스
123825,이디아커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,일원1동,일원동,서울특별시 강남구 양재대로27길 20,127.081605785647,37.4903987780474,이디아커피,이디야
124216,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,영등포동,영등포동,서울특별시 영등포구 경인로 838-1,126.90611543643,37.5159806234659,이디야커피,이디야
124603,스타벅스광화문역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,청진동,서울특별시 종로구 종로3길 17,126.978892919429,37.5709832679583,스타벅스광화문역점,스타벅스
124789,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 백제고분로 172,127.085841491484,37.5047134175915,이디야커피,이디야
124937,이디야커피전문점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로208길 20,127.065718759054,37.6434883221862,이디야커피전문점,이디야
125265,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 연세로 35,126.936695631183,37.5587170195711,스타벅스,스타벅스
125482,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 27,127.025481611828,37.5001130565393,스타벅스,스타벅스
125502,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로66길 14,127.031832834806,37.4917223883009,이디야커피,이디야
125703,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 의사당대로 147,126.927827696628,37.5188107711319,스타벅스,스타벅스
126339,이디아에스프레소,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,서소문동,서울특별시 중구 서소문로11길 8,126.973078517387,37.5632559624688,이디아에스프레소,이디야
127080,스타벅스,생활서비스,광고/인쇄,인쇄종합,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동동로 257,126.874681763736,37.5271465422093,스타벅스,스타벅스
127468,스타벅스서소문배재,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,서소문동,서울특별시 중구 서소문로 99,126.972166856166,37.562878601942,스타벅스서소문배재,스타벅스
127665,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,개봉3동,개봉동,서울특별시 구로구 개봉로3길 26,126.854871610173,37.486436308155,이디야커피,이디야
128763,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,성수2가1동,성수동2가,서울특별시 성동구 뚝섬로 377,127.053479045353,37.5399239940305,스타벅스,스타벅스
128825,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 방배로 84,126.997630905934,37.4819850802876,스타벅스,스타벅스
129362,스타벅스세종로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,관철동,서울특별시 종로구 삼일대로19길 20,126.986427620709,37.569651586387,스타벅스세종로점,스타벅스
129578,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,수송동,서울특별시 종로구 종로1길 42,126.978966379844,37.5738942645562,스타벅스,스타벅스
130000,스타벅스커피가산그레이트,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,가산동,가산동,서울특별시 금천구 디지털로9길 32,126.887266473346,37.4796276001816,스타벅스커피가산그레이트,스타벅스
130046,스타벅스여의도점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국제금융로2길 28,126.924482950628,37.5240694890111,스타벅스여의도점,스타벅스
130224,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,성내2동,성내동,서울특별시 강동구 천호대로 1012,127.124132813668,37.5380903953149,스타벅스,스타벅스
130654,스타벅스경복궁역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,사직동,통의동,서울특별시 종로구 자하문로4길 6,126.972615705273,37.5771730114202,스타벅스경복궁역,스타벅스
131265,이디야커피세광교회점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,시흥4동,시흥동,서울특별시 금천구 독산로 124,126.905542531971,37.4583533134541,이디야커피세광교회점,이디야
132627,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,미성동,신림동,서울특별시 관악구 난곡로 250,126.915972855229,37.4765335575153,이디야커피,이디야
133232,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 통일로 431,126.945311133383,37.5874563185343,이디야커피,이디야
134409,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로2가,서울특별시 중구 을지로 65,126.985112279325,37.5664776293738,스타벅스,스타벅스
134699,스타벅스을지로센타,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로2가,서울특별시 중구 을지로5길 16,126.984890874694,37.5669442676094,스타벅스을지로센타,스타벅스
134702,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,행운동,봉천동,서울특별시 관악구 남부순환로 1915,126.962184082669,37.4778946073113,이디야커피,이디야
134796,스타벅스차병원사거리,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 봉은사로 213,127.035354656802,37.5080422802738,스타벅스차병원사거리,스타벅스
134818,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실3동,잠실동,서울특별시 송파구 올림픽로 212,127.094467266876,37.5106637669365,스타벅스,스타벅스
134999,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 왕산로 225,127.047126673875,37.5820329004573,이디야커피,이디야
135258,스타벅스예술의전당점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 남부순환로323길 1,127.013483063726,37.4811273444246,스타벅스예술의전당점,스타벅스
135381,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 노해로 494,127.063087365176,37.6545141432188,이디야커피,이디야
136308,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로217가길 17,127.059351292402,37.6533130663032,이디야커피,이디야
136448,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로 53,126.964616455685,37.5637406982349,스타벅스,스타벅스
136766,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,성수2가1동,성수동2가,서울특별시 성동구 성덕정길 106,127.055086890456,37.5371526231673,이디야커피,이디야
137241,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신정7동,신정동,서울특별시 양천구 목동동로 63,126.862292263327,37.5153053135084,이디야커피,이디야
137380,스타벅스중랑역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,상봉2동,상봉동,서울특별시 중랑구 망우로30길 3,127.074728919101,37.5930740403772,스타벅스중랑역점,스타벅스
140169,스타벅스상봉역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,상봉1동,상봉동,서울특별시 중랑구 망우로 307,127.086458400452,37.596931775537,스타벅스상봉역점,스타벅스
140574,스타벅스학여울점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 영동대로 215,127.068507100293,37.4979912661689,스타벅스학여울점,스타벅스
140787,이디야마들역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계8동,상계동,서울특별시 노원구 동일로 1541,127.057030608616,37.6656567116262,이디야마들역,이디야
140886,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 290,127.078961626501,37.5555785285795,이디야커피,이디야
141720,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 남부순환로 2561,127.030559918032,37.4843413043288,이디야커피,이디야
142085,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.072944230258,37.5369968145663,스타벅스,스타벅스
142115,스타벅스사당로데오점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배2동,방배동,서울특별시 서초구 방배천로 5-4,126.982147054224,37.4773384162976,스타벅스사당로데오점,스타벅스
148440,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,길동,길동,서울특별시 강동구 양재대로 1471,127.139247347881,37.5373545388776,이디야커피,이디야
148473,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로 373,127.08401043594,37.5370020758048,스타벅스,스타벅스
148794,이디아이박정어학원,학문/교육,학원-어학,학원-외국어/어학,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로 8,126.936717446345,37.5539957670741,이디아이박정어학원,이디야
148904,케이디아이종합건설,부동산,분양,주택공급,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 청파로 195,126.970473586569,37.5370399456628,케이디아이종합건설,이디야
150947,스타벅스구파발역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관2로 12,126.918523186011,37.6342747302578,스타벅스구파발역점,스타벅스
150996,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,중림동,중림동,서울특별시 중구 중림로 10,126.964516518868,37.55869399082,이디야커피,이디야
152399,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 가좌로 140,126.924145347606,37.584562187544,이디야커피,이디야
153092,스타벅스숙대입구역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로 291,126.971925105405,37.5442249085445,스타벅스숙대입구역점,스타벅스
153232,스타벅스신천역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 올림픽로 96,127.081200820667,37.5114533637489,스타벅스신천역점,스타벅스
153534,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 은평로 170,126.92664807468,37.6010828997358,스타벅스,스타벅스
157110,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로86길 6-6,127.050408633027,37.5027399062119,이디야커피,이디야
157347,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,상도1동,상도동,서울특별시 동작구 흑석로 20,126.953012124717,37.5048181784681,이디야커피,이디야
158125,이디야커피봉천역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 남부순환로 1725,126.94187856459,37.4826792973624,이디야커피봉천역점,이디야
158387,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 5,126.927698185554,37.558671684911,이디야커피,이디야
158465,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,양평2동,양평동5가,서울특별시 영등포구 양평로 126,126.893898696383,37.5381946375989,이디야커피,이디야
159012,이디야마들역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계8동,상계동,서울특별시 노원구 동일로227길 25,127.056220946871,37.6669387116456,이디야마들역,이디야
159033,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 보라매로3길 23,126.925522181434,37.491037581936,스타벅스,스타벅스
159514,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목3동,목동,서울특별시 양천구 공항대로 566,126.868062271748,37.5489244225447,이디야커피,이디야
160524,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관3로 70,126.92296051102,37.6423975308124,이디야커피,이디야
160527,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,이화동,연건동,서울특별시 종로구 대학로 45,127.001873411013,37.5751984541596,이디야커피,이디야
160528,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 봉천로 245,126.929018926177,37.4892762462003,이디야커피,이디야
160667,이디야커피점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,금호2.3가동,금호동2가,서울특별시 성동구 금호산길 64,127.019598333334,37.5538841095515,이디야커피점,이디야
160820,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 개포로 218,127.046600082198,37.4784888003288,이디야커피,이디야
160899,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 충민로 66,127.124940952848,37.477608217824,이디야커피,이디야
161189,이디야커피신도림테크노마트,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 새말로 97,126.89020763235,37.5070380397769,이디야커피신도림테크노마트,이디야
161546,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,정릉3동,정릉동,서울특별시 성북구 정릉로9라길 8,127.000373670415,37.6111552433468,이디야커피,이디야
161844,이디아역삼시장점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 논현로63길 16,127.039099057356,37.4929981398079,이디아역삼시장점,이디야
162466,스타벅스커피신도림디큐브시티2F,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로 662,126.888484621418,37.5080580382841,스타벅스커피신도림디큐브시티2f,스타벅스
162538,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 언주로130길 18,127.037063646486,37.5150033495655,이디야커피,이디야
162977,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,정릉4동,정릉동,서울특별시 성북구 보국문로 66,127.009537259085,37.6102593907865,이디야커피,이디야
163017,이디아,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배본동,방배동,서울특별시 서초구 동광로 1,126.983012543103,37.4910599117921,이디아,이디야
163586,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157,이디야커피,이디야
163970,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로78길 14,127.030536634875,37.4948924865489,스타벅스,스타벅스
164079,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 테헤란로 212,127.03958123605,37.5012647456244,이디야커피,이디야
164098,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 상봉로 81,127.093037829983,37.5931981292292,이디야커피,이디야
164114,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,사직동,필운동,서울특별시 종로구 필운대로1길 39-3,126.967117128137,37.5777377334585,이디야커피,이디야
164203,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,대림3동,대림동,서울특별시 영등포구 도림로31길 2,126.895907002436,37.4925215522174,이디야커피,이디야
164535,이디야역삼플래티넘,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로4길 46,127.030053791898,37.4955012410702,이디야역삼플래티넘,이디야
164678,스타벅스가든파이브,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 충민로 10,127.119370608348,37.4782606521025,스타벅스가든파이브,스타벅스
164793,스타벅스차병원사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 봉은사로 213,127.035354656802,37.5080422802738,스타벅스차병원사거리점,스타벅스
164847,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 55,127.024450433189,37.5020057702087,이디야커피,이디야
165580,이디아커피역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,송중동,미아동,서울특별시 강북구 도봉로10길 28,127.031010041662,37.613888637285,이디아커피역점,이디야
165625,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로 223,127.040652567424,37.5023907598919,스타벅스,스타벅스
165630,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 회기로 194-1,127.057478583223,37.5898289489413,이디야커피,이디야
165637,스타벅스커피가산브이타워,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산디지털1로 128,126.88368419181,37.4772240529873,스타벅스커피가산브이타워,스타벅스
165652,스타벅스동교삼거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 1,126.927345295972,37.5588126454804,스타벅스동교삼거리점,스타벅스
165824,이디아,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로54길 11,126.839336144989,37.5594038619047,이디아,이디야
167147,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로28길 40,127.034276237521,37.6013098726705,스타벅스,스타벅스
169292,스타벅스뱅뱅사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,도곡1동,도곡동,서울특별시 강남구 강남대로 282,127.032473020123,37.4885559134485,스타벅스뱅뱅사거리점,스타벅스
170287,이디아에스프레소,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,가회동,계동,서울특별시 종로구 창덕궁1길 41,126.986840932801,37.5792512197635,이디아에스프레소,이디야
171050,이디야커피망우점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,정릉2동,정릉동,서울특별시 성북구 북악산로1길 26-13,127.004843138006,37.599587655088,이디야커피망우점,이디야
171055,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 동소문로 248,127.024806882679,37.6031782524059,이디야커피,이디야
171139,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,대조동,대조동,서울특별시 은평구 서오릉로 100,126.920883753426,37.6089233685563,이디야커피,이디야
171287,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 증가로 257,126.91151476546,37.583437229257,이디야커피,이디야
171296,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,가락본동,가락동,서울특별시 송파구 송파대로30길 13,127.118768373869,37.4948807737535,스타벅스,스타벅스
171297,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,필동,필동2가,서울특별시 중구 퇴계로 197,126.993907621239,37.5614259780878,스타벅스,스타벅스
171774,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로 211,127.039222819099,37.5018745487421,스타벅스,스타벅스
171979,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,길음2동,길음동,서울특별시 성북구 동소문로 315,127.028725560472,37.6083915431599,스타벅스,스타벅스
172137,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 456,127.025555471117,37.5031321984073,스타벅스,스타벅스
172634,스타벅스경복아파트점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로 304,127.040352822046,37.5090200893742,스타벅스경복아파트점,스타벅스
172840,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,상암동,상암동,서울특별시 마포구 성암로 267,126.890965756325,37.5811104968407,스타벅스,스타벅스
172945,스타벅스석촌서호점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 석촌호수로 176,127.096611664662,37.5063641179998,스타벅스석촌서호점,스타벅스
172949,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,사당2동,사당동,서울특별시 동작구 동작대로 119,126.981854436972,37.4872384813782,이디야커피,이디야
173346,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,신대방2동,신대방동,서울특별시 동작구 보라매로5가길 16,126.924081971972,37.4913218201268,이디야커피,이디야
176567,스타벅스동교점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서교동,동교동,서울특별시 마포구 월드컵북로 22,126.91999426097,37.5568354275046,스타벅스동교점,스타벅스
192519,EDIYACOFFEE,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배본동,방배동,서울특별시 서초구 방배로 234,126.989903258797,37.4941195370261,ediyacoffee,이디야
207210,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,당산1동,당산동3가,서울특별시 영등포구 당산로 110,126.896556061813,37.5244876424907,이디야커피,이디야
210365,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로 26,127.0169304208,37.484670199789,스타벅스,스타벅스
227924,EDIYACOFFEE,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 583,126.86432805766,37.5571060005552,ediyacoffee,이디야
228046,부일이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35가길 9,127.103446561974,37.5174361339672,부일이디야커피,이디야
233726,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 논현로94길 19,127.037786593655,37.5027458927343,이디야커피,이디야
242614,STARBUCKSCOFFEE,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,127.00239321346,37.5039300142165,starbuckscoffee,스타벅스
270355,EDIYACOFFEESHOP,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,사직동,필운동,서울특별시 종로구 필운대로1길 35,126.967501258429,37.5777951563333,ediyacoffeeshop,이디야
283787,스타벅스월계이마트점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,월계3동,월계동,서울특별시 노원구 마들로3길 15,127.061966366957,37.6265010290164,스타벅스월계이마트점,스타벅스
285756,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로87길 37,127.057700241657,37.510204976886,이디야커피,이디야
285757,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로7길 22,127.030721483725,37.5007148214433,이디야커피,이디야
285779,이디아커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로107길 11,127.065038423419,37.5104254799265,이디아커피,이디야
285820,이디아,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로87길 37,127.057700241657,37.510204976886,이디아,이디야
286755,스타벅스투,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 천호대로157길 19,127.127021430163,37.5387875765447,스타벅스투,스타벅스
290386,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 은평로 111,126.920491206786,37.6008195056276,스타벅스,스타벅스
294213,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 330,127.080719955745,37.5589351270559,이디야커피,이디야
294421,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 면목로 417,127.087129875819,37.5892420470192,이디야커피,이디야
294876,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 공항대로41길 34,126.845699166694,37.559268019317,이디야커피,이디야
297202,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,월계2동,월계동,서울특별시 노원구 월계로45길 37,127.050348364725,37.6269757484319,이디야커피,이디야
297317,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉로 146,127.079511591629,37.6230710902828,이디야커피,이디야
298215,이디야커피청계천점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,관철동,서울특별시 종로구 청계천로 55,126.983821314957,37.5690164722295,이디야커피청계천점,이디야
298343,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 논현로 142,127.043011233562,37.4824064245405,이디야커피,이디야
298770,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,길음2동,하월곡동,서울특별시 성북구 종암로 167,127.030977487378,37.6050491796559,이디야커피,이디야
299920,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,대조동,대조동,서울특별시 은평구 연서로 148,126.917600175273,37.6119838307329,이디야커피,이디야
300602,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,명일2동,명일동,서울특별시 강동구 동남로75길 19,127.155159843579,37.5541209722395,이디야커피,이디야
